Number of Run, Trial Count,Initial Average Hum,Average hum after algorithm, Initial Standard hum deviation,Standard deviation hum after algorithm,Initial Average tem,Average tem after algorithm, Initial Standard tem deviation,Standard deviation tem after algorithm,humAveIss ,humStdIss,temAveIss,temStdIss,,
49,80,48.3696093,48.53627596,2.972087744,1.749463579,70.30900731,72.89234064,2.6947272,0.527052382,1,1,0,0,,
50,80,49.27200592,47.52200592,3.095832401,0.865186662,69.79182199,72.29182199,3.17176244,1.984257131,0,0,0,1,,
51,7,49.74356061,47.99356061,2.404318375,0.831423265,70.28647479,72.36980812,2.910220462,1.018702912,0,0,0,0,,
52,80,51.63734273,47.8040094,1.942491146,0.279263026,70.46498716,72.38165383,2.525428603,1.772484857,0,0,0,1,,
53,8,50.57209366,47.98876033,2.191413919,0.80922178,70.26439237,72.43105904,2.513661644,0.486009609,0,0,0,0,,
54,80,48.97963508,48.56296842,2.774949341,1.786942809,71.14911631,72.73244964,2.888492663,0.546237918,1,1,0,0,,
55,22,48.1873051,47.6873051,1.784932002,0.658660785,69.55624073,72.80624073,3.266483966,1.441122772,0,0,0,0,,
56,80,48.92895414,48.34562081,2.056160963,0.686405869,67.57507602,72.24174268,2.079777928,1.928717819,1,0,0,1,,
57,2,48.81159446,47.97826113,2.658886055,1.424307519,70.91870297,72.08536964,1.84782293,1.16983799,0,0,0,0,,
58,9,50.68511277,47.93511277,2.073722042,0.596210388,70.75571197,72.92237864,2.810014746,1.324419809,0,0,0,0,,
59,8,50.10560568,47.93893901,3.280751889,1.311938379,69.21792285,72.30125618,2.427308902,0.802703804,0,0,0,0,,
60,8,49.58106315,47.91439648,3.739745935,0.674378356,69.87952455,72.04619122,2.668968928,1.289610239,0,0,0,0,,
61,80,49.44139468,48.27472801,2.732835845,1.1756848,68.42590441,72.92590441,2.828605207,0.457297864,1,0,0,0,,
62,12,49.76470367,47.93137033,3.196634592,0.53769569,68.76541433,72.432081,2.778211479,0.620016592,0,0,0,0,,
63,80,49.82799158,47.99465824,2.911431106,0.713111373,69.70546372,72.28879706,2.811619737,1.759608167,0,0,0,1,,
64,80,49.32197453,48.32197453,2.804036946,1.548645274,71.17272174,73.08938841,3.358605612,0.508149063,1,0,1,0,,
65,9,49.56907775,47.65241109,2.880181255,0.702216869,69.31712226,72.06712226,1.973399066,1.101468266,0,0,0,0,,
66,80,49.60558239,48.35558239,3.198846024,1.278634859,70.16192625,72.82859292,2.940786605,0.376529708,1,0,0,0,,
67,80,51.12170342,48.03837009,2.086986623,1.512543254,70.66464685,72.16464685,2.674258372,1.86375115,1,0,0,1,,
68,80,49.70863939,47.95863939,2.206175838,0.950366628,70.43017854,72.34684521,3.058368961,2.172946808,0,0,0,1,,
69,7,49.48078636,47.98078636,2.271565661,0.489854468,70.42692457,72.67692457,2.853773961,1.333909146,0,0,0,0,,
70,7,48.63338767,47.966721,2.147308461,0.753258435,70.24770202,72.49770202,2.680305573,1.297193425,0,0,0,0,,
71,6,48.44777565,47.94777565,2.767134174,1.630565696,68.8376829,72.0876829,2.504534115,0.771966775,0,0,0,0,,
72,13,51.03827117,47.95493783,3.251452597,0.827393466,71.16022323,72.74355657,2.336774145,0.999556467,0,0,0,0,,
73,80,50.01502842,48.43169509,3.267823131,1.58173825,70.45415354,72.87082021,1.929874954,0.437966442,1,0,0,0,,
74,22,49.9322165,47.59888317,3.278823301,0.704441854,70.28886217,72.1221955,1.966814032,1.394098108,0,0,0,0,,
75,80,48.72218042,47.72218042,2.544550115,0.903903314,67.46096833,72.54430166,2.336785764,1.567519015,0,0,0,1,,
76,23,49.49440871,47.99440871,2.68172633,0.381631816,69.05603358,72.55603358,2.508440365,1.430138896,0,0,0,0,,
77,8,49.20317166,47.95317166,2.785269525,0.710672752,69.82729019,72.74395686,2.763741538,0.828464283,0,0,0,0,,
78,7,50.0317259,47.94839257,2.977416709,0.830372729,69.94143401,72.60810068,3.112028,0.894699008,0,0,0,0,,
79,80,50.65396603,47.90396603,1.998522878,0.332668282,69.49210977,72.40877644,2.41381502,1.633450501,0,0,0,1,,
80,20,48.7874397,47.45410636,2.45575381,0.721999828,69.23049977,72.23049977,2.420913958,1.435227884,0,0,0,0,,
81,9,49.18517339,47.93517339,2.944189264,1.140910116,68.7568809,72.17354757,2.579776366,1.394813558,0,0,0,0,,
82,80,49.56805892,47.81805892,2.405534292,0.293929407,68.79447873,72.54447873,2.164398794,1.892831682,0,0,0,1,,
83,80,49.059777,48.309777,2.997210611,1.236715572,70.06584868,72.89918202,2.457322343,0.602106819,1,0,0,0,,
84,80,50.37125783,48.0379245,2.530321093,0.413468033,70.49571827,72.41238494,3.620050065,2.158666359,1,0,0,1,,
85,80,50.17160179,48.08826845,2.175328535,0.389876352,69.66657526,72.58324193,3.212190022,2.050103248,1,0,0,1,,
86,80,49.65565994,48.3223266,2.394600229,1.215345769,70.33354813,72.66688146,2.390333765,1.17394863,1,0,0,0,,
87,8,50.24539027,47.99539027,3.062208834,1.02045473,69.9799112,72.14657787,2.798698569,1.221420843,0,0,0,0,,
88,6,48.82648869,47.99315536,2.88523386,1.545086501,68.91975515,72.00308848,2.783504291,1.074165236,0,0,0,0,,
89,80,49.50901323,48.25901323,2.771094448,1.139547332,68.24699809,72.33033143,2.40849307,1.57106036,1,0,0,1,,
90,21,50.15955783,47.65955783,3.480754996,0.824982453,69.43947958,72.18947958,2.764847656,1.301410842,0,0,0,0,,
91,22,49.28430172,47.95096839,2.252601984,0.311028729,69.4007682,72.4007682,3.620783385,1.470051793,0,0,0,0,,
92,80,50.14322486,48.39322486,3.069006789,1.583228148,70.35898255,72.77564922,2.533689577,1.404688828,1,0,0,0,,
93,8,50.00328756,47.91995422,2.370260718,0.802111247,70.20043452,72.11710118,2.550845776,1.210435184,0,0,0,0,,
94,80,47.89668832,47.89668832,1.680213223,0.252942429,69.42429126,72.09095793,2.480758382,1.862644882,0,0,0,1,,
95,80,49.98269786,48.48269786,3.123580223,1.74664412,70.55184434,72.38517767,2.914431634,2.077389538,1,1,0,1,,
96,10,50.56825075,47.98491741,2.610144247,0.748496904,68.7835843,72.70025097,2.900843873,0.721659729,0,0,0,0,,
97,20,49.38728653,47.72061986,2.190284836,0.510647687,70.61373227,72.28039893,2.676507761,1.480897453,0,0,0,0,,
98,80,51.13086241,47.88086241,2.428354111,0.405470393,70.29198083,72.7086475,3.401005181,1.639248205,0,0,0,1,,
99,80,50.68173882,48.01507215,2.844837251,1.263317859,70.14627057,72.7296039,2.888415622,1.184289042,1,0,0,0,,
100,80,50.59842043,48.18175376,2.648439414,1.197344683,71.43635841,72.93635841,2.526507749,0.433717034,1,0,0,0,48,50
48,50,,,,,,,,,,,,,,
1,21,49.49950871,47.99950871,2.404818088,0.479514483,70.29147155,72.12480489,2.541058285,1.366571974,0,0,0,0,,
2,6,49.30118023,47.9678469,2.695974279,1.131821736,69.57085865,72.15419198,3.138515322,1.374367924,0,0,0,0,,
3,8,50.3083253,47.97499196,2.697446923,0.95761424,70.97108727,72.3044206,2.546918439,1.188473874,0,0,0,0,,
4,24,49.32754565,47.74421231,2.392743878,0.516264883,69.5084572,72.17512387,3.400637737,1.487228959,0,0,0,0,,
5,9,49.77197415,47.93864082,2.98155462,1.188474658,70.20091568,72.53424901,3.151277531,0.80657755,0,0,0,0,,
6,9,50.53774193,47.9544086,2.604880761,1.171134964,69.9913202,72.7413202,2.180614882,0.617770744,0,0,0,0,,
7,6,49.05667009,47.97333675,2.834392618,1.197144735,70.78771336,72.45438002,2.694772918,1.209242099,0,0,0,0,,
8,20,49.20536019,47.78869352,3.218191263,0.645371516,69.67270374,72.5893704,3.43102206,1.483589027,0,0,0,0,,
9,80,50.95312046,47.5364538,2.955937444,0.396900378,69.58706615,72.25373282,2.504321839,1.803478845,0,0,0,1,,
10,80,51.53012855,48.28012855,2.421775146,1.739819571,70.41854213,72.33520879,2.513778074,1.865421359,1,1,0,1,,
11,12,50.70543124,47.95543124,2.375391195,0.326339519,68.31843204,72.4850987,2.188756823,0.925578899,0,0,0,0,,
12,21,50.2391768,47.82251014,2.463932367,0.45459315,70.35829238,72.52495905,2.476971299,1.348062735,0,0,0,0,,
13,80,49.0468206,47.5468206,2.678592692,0.805520219,70.22529085,72.39195752,2.455066254,2.148977958,0,0,0,1,,
14,80,50.1746626,48.50799593,3.185188735,1.916923218,69.56419753,72.81419753,2.880465027,0.794676011,1,1,0,0,,
15,80,50.32500004,48.32500004,2.839404594,1.922742098,70.35392822,72.52059489,2.756768245,1.302840028,1,1,0,0,,
16,80,50.28418726,47.86752059,1.683368336,0.531121218,68.3593138,72.3593138,3.166968208,1.602118222,0,0,0,1,,
17,20,49.55241545,47.88574879,2.933119585,0.71859633,68.45279588,72.53612922,2.803731966,1.477893834,0,0,0,0,,
18,7,49.91156131,47.99489465,1.961275839,0.64373893,69.9087262,72.82539287,2.317784873,0.728110964,0,0,0,0,,
19,6,49.44291811,47.94291811,2.974736954,1.243360275,70.18305601,72.01638934,1.911509605,0.822946273,0,0,0,0,,
20,9,49.44930821,47.94930821,2.879647522,0.53367558,69.29476994,72.37810328,2.998927051,1.001959875,0,0,0,0,,
21,23,49.48277015,47.98277015,2.47145192,0.426123046,69.50345801,72.25345801,2.826371614,1.349817265,0,0,0,0,,
22,23,50.06787011,47.90120344,2.80852289,0.395705644,68.18782039,72.02115373,1.273363089,1.498604436,0,0,0,0,,
23,80,49.65058197,47.90058197,2.302046848,0.29425896,69.48278077,72.06611411,2.867622485,1.969242183,0,0,0,1,,
24,80,49.19858762,48.61525429,2.754537609,1.493952992,70.53297899,73.03297899,2.769497088,0.540277704,1,0,1,0,,
25,80,50.7501457,48.58347903,3.213966165,1.848485864,70.26985846,72.6031918,2.241141104,0.686069313,1,1,0,0,,
26,4,49.10880114,47.94213448,2.9229072,1.453188175,70.96395448,72.21395448,2.685587548,1.244404496,0,0,0,0,,
27,9,50.32854328,47.99520995,1.947590398,0.699487889,68.05648365,72.38981698,2.254362535,1.220329535,0,0,0,0,,
28,25,50.15786448,47.90786448,2.965566149,0.592046791,69.5111766,72.42784326,2.686653363,1.496962693,0,0,0,0,,
29,12,50.07522065,47.99188731,3.287951986,1.260260415,69.58730114,72.33730114,2.315851799,1.139971611,0,0,0,0,,
30,5,48.9920439,47.9920439,2.589607671,1.196218944,70.89768281,72.31434947,2.94235841,1.094090922,0,0,0,0,,
31,80,49.1027677,48.3527677,2.722023982,0.889172105,69.72537663,72.39204329,3.176393459,1.767897903,1,0,0,1,,
32,8,51.0285726,47.94523927,2.546900862,0.922271135,69.74280081,72.32613415,2.8165302,1.007532062,0,0,0,0,,
33,80,49.91610067,48.33276734,2.676676242,1.667316593,69.31350901,72.48017568,3.02473758,1.759889226,1,0,0,1,,
34,21,50.3886933,47.97202663,2.840099481,0.400446993,68.99516224,72.57849558,2.378884179,1.439882631,0,0,0,0,,
35,80,50.27437923,48.19104589,2.538939173,1.503843902,69.69755438,72.78088771,2.524326713,0.281690807,1,0,0,0,,
36,80,49.79433032,48.21099699,2.856775895,1.449883577,69.32145863,72.32145863,2.531091917,1.584173484,1,0,0,1,,
37,80,49.73897903,48.1556457,2.442265853,0.734647506,69.68075592,72.34742259,3.036261869,2.048514916,1,0,0,1,,
38,8,51.59676981,47.93010315,2.664902479,1.019522064,70.55714445,72.14047778,2.692226863,1.066317905,0,0,0,0,,
39,80,50.29135108,48.04135108,2.222426155,1.170341564,70.07954011,72.49620678,2.39225941,1.784177958,1,0,0,1,,
40,8,49.56185312,47.97851979,2.270319987,0.716947285,70.70106162,72.61772829,3.03328869,0.797851991,0,0,0,0,,
41,80,49.63321097,48.4665443,3.374052934,1.607152389,68.30433991,72.38767325,2.580609619,1.842590349,1,0,0,1,,
42,10,50.79002668,47.95669334,2.104272182,0.326628205,69.95777819,72.87444486,2.29127817,0.562672338,0,0,0,0,,
43,23,48.97566434,47.97566434,2.757722423,0.426025506,68.86105122,72.52771789,2.982477327,1.350516852,0,0,0,0,,
44,6,47.78676634,47.62009967,2.968393108,1.041554611,70.10998579,72.02665246,3.166774084,1.300442675,0,0,0,0,,
45,25,50.51553357,47.93220024,2.390877681,0.566656009,68.81895634,72.15228968,2.694411482,1.479406878,0,0,0,0,,
46,80,49.86666231,48.28332897,2.831669425,1.075906534,67.90131543,72.98464876,2.905740378,0.456411653,1,0,0,0,,
47,80,51.28026301,48.36359634,2.722557541,1.759145189,70.17251183,72.8391785,2.404173356,0.779528981,1,1,0,0,,
48,9,50.20039149,47.95039149,3.283921625,1.161188625,70.58325985,72.66659318,3.011217384,0.812809841,0,0,0,0,,
49,80,49.56270315,48.06270315,2.817756059,0.699769143,69.36120226,72.44453559,3.139168009,1.759886893,1,0,0,1,,
50,80,49.73367561,47.73367561,2.785567046,0.364657549,68.5608231,72.3108231,2.534044508,1.725614706,0,0,0,1,,
51,80,49.45656427,47.87323093,2.128741907,0.787320247,69.45037453,72.6170412,2.576964845,1.849963799,0,0,0,1,,
52,8,49.19401325,47.94401325,2.779834094,0.871774706,69.6924101,72.52574344,3.115442487,1.116712355,0,0,0,0,,
53,80,49.92804199,47.84470865,2.371339889,0.46210608,69.03710802,72.45377469,2.620745367,1.807066235,0,0,0,1,,
54,80,49.9626843,48.2126843,1.868259609,0.758981228,69.43422452,72.93422452,3.130446752,0.633721337,1,0,0,0,,
55,23,50.19495322,47.94495322,3.114589601,0.960565514,69.58823643,72.33823643,3.007551584,1.386574895,0,0,0,0,,
56,10,49.3660026,47.94933593,3.183708473,0.603451296,68.67554918,72.00888251,2.049554749,1.182102061,0,0,0,0,,
57,80,51.87241048,47.70574381,3.430164532,0.53679392,70.69239682,72.60906349,2.72262143,1.693475912,0,0,0,1,,
58,80,49.19895767,48.36562433,2.746257704,1.274256149,69.58315027,72.6664836,2.736859446,1.185394905,1,0,0,0,,
59,20,49.32079113,47.65412446,3.323828016,0.663185679,69.5627652,72.0627652,1.976977099,1.497282187,0,0,0,0,,
60,22,48.93508483,47.93508483,1.887559005,0.747862233,70.43658769,72.51992103,2.846445172,1.404255079,0,0,0,0,,
61,10,49.82896749,47.99563416,3.025965877,0.951959948,71.39377517,72.39377517,2.472797892,1.309257475,0,0,0,0,,
62,80,49.88073327,47.9640666,2.274925223,0.247764935,70.04179681,72.20846347,3.221266229,2.15401109,0,0,0,1,,
63,8,50.50850306,47.92516973,2.930089994,0.759087538,71.32204368,72.82204368,2.777034915,0.627153405,0,0,0,0,,
64,80,49.95587354,48.37254021,2.581191021,1.309684874,70.24582547,72.82915881,2.882426185,0.727430919,1,0,0,0,,
65,80,49.4597543,48.4597543,3.163621844,1.482265667,70.34497119,72.51163786,2.500794397,1.878273413,1,0,0,1,,
66,80,50.69877838,48.53211171,3.064873521,1.890603572,69.9784304,72.81176373,2.950451025,0.498080753,1,1,0,0,,
67,21,49.81968611,47.73635278,3.083353976,0.903218414,69.7715594,72.0215594,2.720377011,1.473411916,0,0,0,0,,
68,80,50.77412094,47.52412094,2.87503184,0.682546324,69.99246887,72.3258022,3.05506655,1.964575845,0,0,0,1,,
69,22,48.95900319,47.70900319,2.380554595,0.803208897,69.41956922,72.58623589,3.328908135,1.386020878,0,0,0,0,,
70,11,50.03949257,47.95615924,2.443128414,0.643944068,69.18852713,72.6051938,3.226195187,1.28669547,0,0,0,0,,
71,80,50.06721833,48.233885,2.668340885,0.884665563,69.90496734,72.73830067,2.243256223,0.435103875,1,0,0,0,,
72,7,49.26473863,47.9314053,3.042902847,0.992589048,71.0472239,72.2972239,2.87802364,1.11632036,0,0,0,0,,
73,80,50.27433501,48.52433501,2.671477782,1.829737742,68.59504349,72.59504349,2.243389231,1.191790841,1,1,0,0,,
74,8,49.6939136,47.9439136,3.443587217,1.307772378,71.19628084,72.77961418,3.088196188,1.343563692,0,0,0,0,,
75,6,49.60679283,47.94012617,3.189185006,0.958917313,70.09229508,72.50896175,3.254732548,1.027228335,0,0,0,0,,
76,22,49.56924487,47.56924487,3.306944624,0.719156316,69.69001358,72.35668025,2.747668398,1.392420332,0,0,0,0,,
77,80,50.16607372,48.41607372,2.786821558,1.611989982,69.5806656,72.99733227,3.169817106,0.574958141,1,0,0,0,,
78,7,49.11509894,47.94843227,3.161251581,1.350628579,69.3790644,72.1290644,2.319312429,1.089188401,0,0,0,0,,
79,7,49.8927324,47.97606573,2.906026873,1.186349506,69.46156562,72.04489895,2.907149226,1.291128317,0,0,0,0,,
80,80,51.29451535,48.21118201,2.365230669,1.178308396,71.27929696,72.61263029,2.432229514,0.709672218,1,0,0,0,,
81,80,49.23318767,48.06652101,2.570292471,0.822904516,70.70738917,72.45738917,2.892616972,1.849524902,1,0,0,1,,
82,80,52.21458686,48.21458686,1.564343664,1.812112362,68.85440535,72.18773868,1.789933988,1.890862841,1,1,0,1,,
83,80,49.80050108,48.21716775,2.6219583,1.586681767,69.85165979,72.35165979,2.508009174,1.76139845,1,0,0,1,,
84,11,50.55991014,47.9765768,2.856542835,1.198697183,70.27387447,72.77387447,3.261879349,0.723440579,0,0,0,0,,
85,9,50.60735607,47.9406894,2.589006336,0.749044064,68.81463664,72.39796998,2.571178542,0.7006974,0,0,0,0,,
86,80,50.41456632,48.33123299,3.111415713,1.320126317,68.5763296,72.90966293,2.489968695,0.479029576,1,0,0,0,,
87,6,49.43212675,47.93212675,2.751478417,0.998057682,70.17549335,72.17549335,2.454061499,1.240745217,0,0,0,0,,
88,8,49.66644564,47.99977898,2.511684585,0.957203864,70.36678783,72.45012116,2.8513264,0.752897655,0,0,0,0,,
89,80,49.65085974,47.73419308,3.113427006,0.736855843,70.20796286,72.5412962,2.617467645,1.911851377,0,0,0,1,,
90,80,50.01807175,48.18473842,2.545902606,1.419310679,70.62807521,72.96140855,3.165128289,0.606076654,1,0,0,0,,
91,11,51.05225411,47.96892078,3.268756571,1.0822048,69.63957727,72.13957727,2.149270294,1.019472555,0,0,0,0,,
92,80,50.38787563,48.47120896,2.925752162,1.803363213,69.59652981,72.26319648,3.035140759,1.19727993,1,1,0,0,,
93,80,50.73626263,47.6529293,2.73858848,0.78635681,70.47713797,72.39380463,2.709437624,1.718329741,0,0,0,1,,
94,25,48.61798522,47.95131855,2.851333442,0.469993698,69.37356735,72.29023402,2.336408405,1.468405789,0,0,0,0,,
95,80,48.61504116,48.36504116,3.255339879,1.71961257,70.28579898,73.03579898,2.336001578,0.493103401,1,1,1,0,,
96,12,51.63861471,47.97194804,2.920884889,0.513667754,70.16398317,72.83064984,3.297572253,0.548137807,0,0,0,0,,
97,8,49.84918445,47.93251778,2.135204123,0.680709987,69.75014144,72.50014144,3.045586163,1.174457879,0,0,0,0,,
98,21,50.24464115,47.99464115,2.396178936,0.816973157,69.63256205,72.38256205,2.679021079,1.486256595,0,0,0,0,,
99,7,49.16580773,47.99914106,3.022462709,0.826842317,70.7298263,72.31315963,2.290552365,0.841093593,0,0,0,0,,
100,80,48.40638632,48.15638632,2.863952143,0.266846458,70.21701403,72.3836807,3.125605751,1.993804664,1,0,0,1,49,44
49,44,,,,,,,,,,,,,,
1,11,50.64008489,47.97341823,2.805248144,1.114817151,70.30866867,72.30866867,2.115490959,0.888912781,0,0,0,0,,
2,80,50.8242929,48.40762623,2.669470439,1.696373534,70.13855564,73.0552223,3.48324068,0.343548661,1,0,1,0,,
3,80,50.18230338,47.68230338,3.11776311,0.689899866,69.32463047,72.24129714,2.9530098,1.754440131,0,0,0,1,,
4,80,49.80214769,48.46881436,3.338062503,1.715610285,71.78960925,72.87294258,2.434474559,0.369015579,1,1,0,0,,
5,80,51.22286738,48.13953405,2.886271158,1.246174357,70.6818156,73.09848227,2.502952865,0.430655353,1,0,1,0,,
6,80,49.80296302,47.55296302,2.652555369,0.37355645,69.79049998,72.29049998,2.96899093,1.972394892,0,0,0,1,,
7,14,49.95331764,47.86998431,3.199677498,0.823217573,69.03184196,72.19850863,2.600256103,1.47717524,0,0,0,0,,
8,20,49.00505047,47.50505047,2.901584488,0.698484433,70.15162506,72.06829173,2.296573648,1.381608591,0,0,0,0,,
9,80,51.35413051,48.10413051,2.808502488,1.310476153,69.79583308,72.62916641,1.706050497,0.734971082,1,0,0,0,,
10,80,50.4552117,48.28854504,1.802922258,1.834468671,69.34368477,72.42701811,2.466766964,0.829583557,1,1,0,0,,
11,80,50.18786491,48.02119824,2.903642255,0.474119204,68.17552025,72.34218691,2.382625873,1.657547269,1,0,0,1,,
12,80,51.32502972,48.32502972,2.847139086,1.610854176,69.61616865,72.78283532,2.903182319,0.491988885,1,0,0,0,,
13,80,49.71802031,47.63468697,2.624269449,0.734791616,71.26181885,72.76181885,3.014434373,1.747401642,0,0,0,1,,
14,20,49.71313892,47.79647225,3.362264887,0.492318115,71.05343694,72.30343694,3.048902606,1.379182435,0,0,0,0,,
15,80,49.94525321,48.02858654,2.519022734,0.989827328,69.78136156,72.44802823,2.873112655,2.188302006,1,0,0,1,,
16,80,50.25774813,48.42441479,2.735110134,1.998293312,70.72809807,72.81143141,2.983389623,1.227199999,1,1,0,0,,
17,22,49.09577974,47.92911308,3.164180547,0.354817821,70.3233333,72.65666663,2.455161728,1.494395456,0,0,0,0,,
18,80,51.09858336,48.34858336,2.327724249,1.998688647,70.9846424,72.56797573,3.276776795,1.196542475,1,1,0,0,,
19,80,51.76716394,48.26716394,2.808009575,1.863976349,70.36151182,73.11151182,3.321911614,0.650556805,1,1,1,0,,
20,80,51.16132665,47.91132665,2.792573333,0.485540459,70.36657597,72.36657597,2.914619123,1.775946635,0,0,0,1,,
21,10,49.87970937,47.9630427,3.772668997,1.034668883,69.71551888,72.13218555,2.515797014,0.866320506,0,0,0,0,,
22,2,47.51109799,47.51109799,1.514646514,0.847351633,72.12843933,72.71177267,2.43980756,1.494089474,0,0,0,0,,
23,4,49.35383698,47.93717032,3.085957187,1.55623211,70.64128376,72.05795043,2.983932824,1.30651408,0,0,0,0,,
24,80,50.29096661,48.20763328,2.564724665,1.363464144,69.58955444,72.75622111,2.676115869,0.666540735,1,0,0,0,,
25,7,48.90699447,47.65699447,2.680801511,1.066787765,69.31437731,72.06437731,2.796535993,1.207626215,0,0,0,0,,
26,11,51.52366913,47.9403358,2.637398699,0.419657163,68.83552201,72.33552201,2.905187912,1.443139675,0,0,0,0,,
27,9,50.26684893,47.9335156,3.420673092,0.672099085,69.25119397,72.3345273,3.250557777,0.8261813,0,0,0,0,,
28,80,50.04797412,48.29797412,3.084581015,1.154682009,70.70637058,72.78970392,2.411731622,1.056982289,1,0,0,0,,
29,11,50.63974978,47.97308311,2.560982678,1.37462785,69.49375907,72.3270924,2.888327005,1.279639587,0,0,0,0,,
30,23,48.8324625,47.91579584,2.445786527,0.481667077,70.80641141,72.47307808,2.72196038,1.423933474,0,0,0,0,,
31,21,50.34818453,47.84818453,2.898506013,0.849388012,70.29964766,72.71631433,2.637919883,1.30460665,0,0,0,0,,
32,8,50.11391379,47.94724712,2.445956311,0.708140222,70.06142712,72.22809379,2.643210108,1.269720434,0,0,0,0,,
33,22,49.95654035,47.78987368,2.747079815,0.537022736,70.3312735,72.91460683,3.394494247,1.319415196,0,0,0,0,,
34,21,50.96740571,47.96740571,2.607782779,0.790922527,68.6086199,72.44195324,2.454728989,1.434625226,0,0,0,0,,
35,11,49.92896494,47.92896494,3.224768027,0.810343836,70.47181441,72.55514774,3.025686082,0.808977867,0,0,0,0,,
36,7,50.16319026,47.99652359,2.728274153,0.592823903,71.72418622,72.97418622,3.008337968,0.94210131,0,0,0,0,,
37,12,51.41330311,47.99663645,2.327787463,0.657869283,69.57299565,72.57299565,2.918356188,1.151143611,0,0,0,0,,
38,80,50.10445867,48.27112534,2.740957846,1.48054743,70.09006338,73.00673004,2.723974079,0.544963634,1,0,1,0,,
39,12,51.27417958,47.94084624,3.459287606,0.990297353,68.80714626,72.47381293,2.446332192,0.977168548,0,0,0,0,,
40,11,50.03614843,47.95281509,2.752710962,0.634507389,69.85022207,72.76688873,2.645748151,0.568813613,0,0,0,0,,
41,6,49.60612439,47.93945772,2.560872642,1.303293019,71.14297636,72.30964302,2.995899024,1.050078534,0,0,0,0,,
42,8,51.6505145,47.98384783,3.044488443,0.808984879,70.14193731,72.55860398,2.553830309,0.789215657,0,0,0,0,,
43,80,50.56013406,48.1434674,2.084197946,0.884498296,70.29980892,72.96647559,3.524636611,0.527228492,1,0,0,0,,
44,20,49.31131046,47.97797713,2.752735557,0.570538975,69.85654277,72.35654277,2.809027574,1.447706672,0,0,0,0,,
45,80,50.18181144,47.34847811,3.244879104,0.733934093,69.81994306,72.31994306,2.951648934,1.565938569,0,0,0,1,,
46,7,50.14872184,47.98205517,2.922633128,0.800065347,69.35979159,72.02645826,3.058036052,0.932370582,0,0,0,0,,
47,9,51.17015198,47.92015198,2.701060787,0.67503868,70.34525661,72.67858994,2.258776923,0.714229936,0,0,0,0,,
48,11,50.86176698,47.94510031,2.242889957,0.355250276,70.84309328,72.17642662,2.990133008,1.376923341,0,0,0,0,,
49,80,49.67707226,48.42707226,2.61903407,1.857086228,71.0531924,72.71985907,1.914493007,0.741157273,1,1,0,0,,
50,8,50.08716722,47.92050055,3.146077418,0.693389752,69.51490383,72.59823717,2.676579776,0.669217804,0,0,0,0,,
51,6,49.92707258,47.92707258,2.731867856,0.645121239,71.69533018,72.86199684,2.415304868,0.897834603,0,0,0,0,,
52,80,50.92003009,48.25336343,2.606077351,1.651576317,70.06318575,72.47985242,2.451152496,1.224022393,1,0,0,0,,
53,80,50.14540055,47.97873388,2.828286766,0.293141004,69.50231805,72.41898472,2.599362627,2.038297592,0,0,0,1,,
54,7,50.6103207,47.94365404,2.932426527,1.218482715,71.31926392,72.56926392,2.26846739,0.84172862,0,0,0,0,,
55,10,50.38589633,47.96922966,3.007878423,0.455898641,70.65891116,72.90891116,3.006013275,0.804627989,0,0,0,0,,
56,80,49.99680284,48.16346951,2.417716239,1.294849303,71.35221159,72.93554492,2.571837948,0.397763106,1,0,0,0,,
57,24,50.01489833,47.84823166,2.855461365,0.459212333,68.68430951,72.43430951,3.180760296,1.455154783,0,0,0,0,,
58,80,49.38189808,48.29856475,2.370126712,1.853373005,70.80277658,72.55277658,3.092404868,0.884217438,1,1,0,0,,
59,80,49.42763496,48.09430163,2.733835182,1.087303572,69.35955506,72.52622172,2.436245044,1.330508043,1,0,0,0,,
60,80,49.93130595,48.26463928,2.944518275,0.800049756,69.55369279,72.30369279,2.873531222,2.198178073,1,0,0,1,,
61,5,50.03018593,47.94685259,3.238312603,1.486851532,71.52137315,72.68803982,3.04037217,1.009357519,0,0,0,0,,
62,80,49.01611345,48.01611345,2.663334775,0.459470427,69.55441245,72.38774578,2.759538304,1.667669496,1,0,0,1,,
63,80,48.69390584,48.36057251,2.60259641,1.365956231,69.71284353,72.79617687,3.47238057,0.695900864,1,0,0,0,,
64,7,49.45733691,47.95733691,3.136691558,1.683883679,71.28214537,72.78214537,3.040707182,0.735518036,0,0,0,0,,
65,7,50.56463419,47.98130086,2.589237869,0.923118994,73.02021862,72.60355196,1.590424573,1.143196462,0,0,0,0,,
66,9,50.62102079,47.95435412,3.294860435,0.595981479,71.42018315,72.75351648,1.914440622,0.755264162,0,0,0,0,,
67,80,50.26965319,48.35298652,2.516083436,1.361478285,69.92260691,72.33927357,3.068566755,1.946410514,1,0,0,1,,
68,80,50.19644754,48.19644754,2.882345165,0.960991152,70.49126273,72.6579294,3.007090473,0.924535186,1,0,0,0,,
69,80,49.36594164,47.69927497,2.321999832,0.413570619,69.79864767,72.54864767,2.631781235,1.773545895,0,0,0,1,,
70,80,50.39364404,48.22697737,2.837100135,1.362978791,69.06045021,73.06045021,2.45153058,0.565173354,1,0,1,0,,
71,5,49.13428037,47.9676137,2.926539698,1.29717726,69.98866568,72.23866568,2.825906644,1.29850977,0,0,0,0,,
