Number of Run, Trial Count,Initial Average Hum,Average hum after algorithm, Initial Standard hum deviation,Standard deviation hum after algorithm,Initial Average tem,Average tem after algorithm, Initial Standard tem deviation,Standard deviation tem after algorithm,humAveIss ,humStdIss,temAveIss,temStdIss,,
57,80,51.37001858,48.28668525,2.519097322,1.433198017,69.90657196,72.65657196,2.481591689,0.995069131,1,0,0,0,,
58,13,50.81195731,47.97862397,2.558501627,0.698464665,69.21852368,72.96852368,2.847435425,0.429744008,0,0,0,0,,
59,25,50.40404068,47.73737401,2.891779002,0.309152886,70.25606931,72.17273598,2.985495572,1.498263318,0,0,0,0,,
60,80,51.47816342,48.06149675,2.556985732,1.316758198,69.83209736,72.33209736,2.582772507,1.587763671,1,0,0,1,,
61,80,50.75020487,48.00020487,2.755522371,0.711197538,69.53988281,72.87321614,2.81265089,0.386246541,1,0,0,0,,
62,5,49.24831243,47.99831243,3.126411537,1.454181909,70.772237,72.85557033,3.036593972,1.158587821,0,0,0,0,,
63,80,51.19348781,47.94348781,2.383865947,0.552429242,70.31675281,72.40008615,2.735421016,1.822188858,0,0,0,1,,
64,80,51.24907383,47.6657405,2.765302447,0.408864109,69.02422825,72.27422825,2.805665937,1.988096771,0,0,0,1,,
65,6,49.50400458,47.92067125,2.568695171,1.232996598,71.42356181,72.59022848,2.493908251,1.149657645,0,0,0,0,,
66,80,50.05347144,48.05347144,2.827104086,0.663133287,69.41812393,72.91812393,3.298624113,0.511411126,1,0,0,0,,
67,80,49.78322633,48.11655966,2.92934715,0.622786433,69.62642149,72.54308816,2.440803939,1.366856229,1,0,0,0,,
68,21,50.4743728,47.9743728,1.908850363,0.416385893,69.95884269,72.29217602,2.27600616,1.490669905,0,0,0,0,,
69,80,50.04510805,48.12844139,2.153551569,1.152342401,69.3021582,72.88549154,2.553039897,0.453632569,1,0,0,0,,
70,80,48.6035802,48.52024686,2.387522988,1.532493261,68.82697991,73.07697991,1.848347046,0.446645363,1,0,1,0,,
71,80,49.57559431,47.90892764,3.22676603,0.45244666,70.44693144,72.53026478,3.06626233,1.951005679,0,0,0,1,,
72,22,48.61062739,47.86062739,1.807252099,0.386182107,70.03705647,72.3703898,3.159474944,1.398493472,0,0,0,0,,
73,80,51.41312333,48.16312333,1.928820898,1.079092061,70.70161423,73.1182809,3.116564779,0.526405139,1,0,1,0,,
74,5,48.97508768,47.97508768,2.415019716,1.407834473,70.23220029,72.48220029,3.107574036,1.082992088,0,0,0,0,,
75,20,49.90399967,47.57066634,3.173024101,0.346325597,69.90620456,72.15620456,2.182129501,1.491214174,0,0,0,0,,
76,6,50.10650697,47.9398403,2.83330244,0.619940838,71.01154299,72.84487632,2.455995003,1.009858037,0,0,0,0,,
77,80,50.26358584,47.9302525,2.43559053,0.558606186,71.09973139,72.43306473,2.934575854,1.648541125,0,0,0,1,,
78,7,50.43465769,47.93465769,2.138717285,0.548003036,71.06718984,72.40052317,2.483444422,1.201072321,0,0,0,0,,
79,8,49.24855656,47.99855656,3.18023533,0.650856064,70.07679197,72.07679197,2.131140515,0.989323743,0,0,0,0,,
80,80,49.41389396,48.16389396,2.428507006,0.58522491,70.07889265,72.41222598,2.819752071,1.950102254,1,0,0,1,,
81,25,49.74940758,47.99940758,3.179670951,0.351947854,69.26754165,72.35087499,2.292325852,1.491224846,0,0,0,0,,
82,22,48.23575029,47.73575029,2.650934351,0.655455966,71.04044898,72.29044898,2.539048093,1.436604171,0,0,0,0,,
83,80,50.50357641,48.08690974,2.890401172,1.100514755,70.52567677,72.77567677,2.342370803,0.372794497,1,0,0,0,,
84,80,50.24687682,48.24687682,2.541254699,0.888239493,68.55488054,72.30488054,2.642592885,1.971065243,1,0,0,1,,
85,80,50.87219418,48.37219418,3.217019723,1.740905321,70.44115383,72.44115383,2.746912032,1.025783583,1,1,0,0,,
86,9,50.73520241,47.98520241,2.821552616,1.119176467,68.83286087,72.24952754,1.749770462,1.1006411,0,0,0,0,,
87,8,49.96617323,47.96617323,2.845085576,1.298426942,70.89095592,72.64095592,3.267485543,0.983649338,0,0,0,0,,
88,80,49.67099935,48.33766602,3.045769176,1.415011267,69.94696574,72.78029908,2.873813731,0.96004735,1,0,0,0,,
89,80,50.67076442,48.33743108,3.275918378,1.717027601,69.97575663,73.05908996,2.473365834,0.574595227,1,1,1,0,,
90,80,49.96697003,48.30030336,3.070356056,2.019059288,70.42818085,73.01151418,2.767354315,0.222090961,1,1,1,0,,
91,9,50.3790846,47.96241793,2.086056178,0.64082218,70.04188594,72.29188594,3.296523454,1.300900763,0,0,0,0,,
92,9,50.63791924,47.97125257,3.063681521,0.94118436,71.56152287,72.6448562,2.578602158,0.733553442,0,0,0,0,,
93,24,49.73622298,47.98622298,2.437575615,1.059816801,69.55490591,72.47157258,2.939933611,1.139102395,0,0,0,0,,
94,80,51.21877972,48.55211305,3.213522272,1.563280453,70.44723453,72.28056787,3.082011264,1.876586423,1,0,0,1,,
95,80,50.55135378,48.30135378,3.234914166,1.885389718,70.46041871,72.87708538,3.308191808,0.24266289,1,1,0,0,,
96,5,49.90124921,47.98458255,2.784226487,0.92449958,70.25557272,72.00557272,2.458415777,1.239821629,0,0,0,0,,
97,12,51.62980867,47.96314201,2.494707841,0.587733335,68.36117265,72.86117265,2.480334361,0.410214332,0,0,0,0,,
98,80,50.42983467,48.013168,2.595302624,0.615573091,69.03275305,72.69941971,3.152790568,0.721768191,1,0,0,0,,
99,80,50.76231401,48.26231401,3.413043068,1.504470955,70.45657914,72.70657914,2.877115668,0.549190869,1,0,0,0,,
100,80,50.20601937,47.95601937,2.710764422,0.257308048,69.61016078,72.27682745,2.927980535,1.987881253,0,0,0,1,28,43
28,43,,,,,,,,,,,,,,
1,80,48.8670509,48.3670509,2.543099378,1.610813115,69.29229962,72.29229962,2.311355029,2.203101311,1,0,0,1,,
2,80,50.03806501,48.20473168,2.166993989,0.952829182,69.63816912,72.38816912,2.225252701,1.682973984,1,0,0,1,,
3,23,50.38630194,47.8029686,2.20384602,0.491338271,71.04644793,72.4631146,2.858877887,1.459126219,0,0,0,0,,
4,80,50.68599104,48.43599104,2.401548603,1.934172386,69.79100843,72.62434176,3.491676821,1.330417771,1,1,0,0,,
5,80,49.89247939,48.47581272,3.29742424,1.576379061,69.55806099,72.14139432,3.368418665,2.022701956,1,0,0,1,,
6,22,50.02766621,47.86099954,2.736968771,0.906040521,70.47149755,72.30483089,2.698521416,1.462314432,0,0,0,0,,
7,80,49.10697694,48.2736436,2.868399097,0.759216541,69.57504695,72.32504695,2.922655708,2.195365473,1,0,0,1,,
8,80,49.99971191,48.33304524,2.615009549,1.366770578,70.93590791,72.93590791,3.557021496,0.485569059,1,0,0,0,,
9,80,50.53390343,48.28390343,2.258716595,1.787838554,70.03689764,72.45356431,2.049730309,1.434762668,1,1,0,0,,
10,80,50.11676319,48.11676319,2.095779347,1.137733676,68.79733403,72.4640007,2.281224051,1.138349889,1,0,0,0,,
11,10,50.37257134,47.95590467,2.812941735,0.708777076,69.47076563,72.47076563,2.389786656,1.10806428,0,0,0,0,,
12,80,48.60259294,48.18592627,3.169823124,0.706460453,71.08944847,72.4227818,3.027589168,1.720744533,1,0,0,1,,
13,80,48.47965537,47.72965537,2.972030145,0.936768663,70.92818311,72.17818311,2.988111574,1.728744055,0,0,0,1,,
14,12,51.08457371,47.91790704,2.464166852,0.600555116,69.69610917,72.61277584,2.507385881,1.24633929,0,0,0,0,,
15,80,49.52680539,47.86013873,2.929203241,0.364844437,69.74662252,72.24662252,2.654529604,2.149014559,0,0,0,1,,
16,9,50.92052202,47.67052202,3.358211299,0.836787025,70.1212332,72.03789986,2.691393374,1.4970286,0,0,0,0,,
17,7,50.21423892,47.96423892,3.066738165,1.184878749,70.33114706,72.16448039,2.414223864,1.072788242,0,0,0,0,,
18,13,50.72662711,47.97662711,2.659087348,0.929225977,70.3035943,72.38692763,2.932902615,1.30049108,0,0,0,0,,
19,80,50.25912357,48.17579024,3.225885218,0.981002478,71.22515044,72.80848377,2.459600843,0.539989367,1,0,0,0,,
20,80,49.33575769,48.33575769,2.573346536,1.204833852,69.43810125,72.43810125,2.844265787,1.458257639,1,0,0,0,,
21,9,50.53554205,47.95220872,2.676958174,0.489948839,69.32026914,72.57026914,3.009915742,0.578296726,0,0,0,0,,
22,80,51.12649032,48.12649032,2.845160545,1.685214184,69.39599542,72.97932875,2.592158831,0.550662983,1,0,0,0,,
23,80,48.74410484,47.74410484,2.677843261,0.710247698,70.95701775,72.70701775,2.621771668,1.68130514,0,0,0,1,,
24,5,48.5702927,47.98695937,3.033421009,0.54214753,70.33076651,72.08076651,1.778419949,1.156472472,0,0,0,0,,
25,80,50.83393187,48.50059854,2.734464445,1.891775466,69.70892023,72.20892023,3.34535502,1.737154246,1,1,0,1,,
26,80,49.76526236,47.8485957,2.842547639,0.309354962,68.94739588,72.36406255,2.9990142,1.955126603,0,0,0,1,,
27,80,49.53652892,48.28652892,2.85636171,0.821121765,69.38396469,72.30063136,1.983138817,1.711763782,1,0,0,1,,
28,10,49.53552292,47.95218959,2.784624068,0.655704522,71.18170574,72.76503908,2.522137835,1.100444065,0,0,0,0,,
29,6,48.69277776,47.94277776,2.445797214,0.834907034,70.47000477,72.63667143,2.764388541,0.955811896,0,0,0,0,,
30,80,52.19351132,48.11017799,1.896122975,1.379359356,70.73124969,72.73124969,2.568745016,0.666274266,1,0,0,0,,
31,23,49.65639429,47.98972762,2.612890764,0.462314029,70.44589623,72.3625629,3.090871592,1.429111998,0,0,0,0,,
32,11,50.48589737,47.98589737,2.578595929,1.274443377,68.95319296,72.70319296,2.50860536,0.799353454,0,0,0,0,,
33,80,50.59539513,48.17872846,3.130628919,1.056374589,69.82363463,72.82363463,3.161825054,0.550899153,1,0,0,0,,
34,7,49.37762744,47.96096077,2.298087317,0.441857911,70.11824558,72.45157892,2.217781955,0.640819152,0,0,0,0,,
35,80,50.85603004,48.10603004,2.859608978,1.288219556,70.75717342,72.75717342,1.861101749,1.327264045,1,0,0,0,,
36,8,50.95521191,47.95521191,2.807339888,0.914483753,70.7681031,72.35143643,2.819024085,1.08325759,0,0,0,0,,
37,80,49.7925213,48.12585463,3.038776195,1.037493511,69.5767921,72.3267921,2.095699742,1.604684541,1,0,0,1,,
38,80,48.88530388,48.63530388,2.995969511,1.48996658,68.96564296,72.54897629,2.073224083,1.215485293,1,0,0,0,,
39,22,50.53258621,47.86591954,2.443492285,0.616112701,71.20743665,72.95743665,2.776012002,0.503559843,0,0,0,0,,
40,4,49.81650222,47.98316889,2.899807106,1.434260142,71.23258432,72.31591765,2.132873899,1.049231859,0,0,0,0,,
41,80,51.86634092,48.11634092,2.729582546,1.161661143,70.22185514,72.30518847,3.385700632,1.897519535,1,0,0,1,,
42,80,50.05845138,48.14178472,2.494802695,0.782546732,71.78924786,72.95591452,2.95541632,0.442375797,1,0,0,0,,
43,10,49.78310618,47.86643951,2.498944298,0.994470245,68.65328297,72.06994963,2.996748964,1.250993994,0,0,0,0,,
44,7,48.76510462,47.76510462,2.780203757,0.921156535,68.60811365,72.02478032,2.413771876,1.4290877,0,0,0,0,,
45,80,50.92791419,48.01124752,2.4212879,0.656326393,68.78711334,72.95378001,2.255406801,0.481872262,1,0,0,0,,
46,80,50.04016939,47.54016939,2.962183424,0.695574297,69.49257732,72.32591065,3.147029933,2.024074411,0,0,0,1,,
47,7,50.12520019,47.95853352,1.862184914,0.600841363,69.86586955,72.61586955,2.561191471,0.809054061,0,0,0,0,,
48,80,49.27970517,47.86303851,3.286845337,0.30667487,70.85057596,72.1839093,2.672006953,1.77969753,0,0,0,1,,
49,80,49.54794165,47.88127499,3.51191884,0.515459836,69.05449806,72.38783139,2.676782884,1.643139409,0,0,0,1,,
50,11,50.45409104,47.87075771,2.073630538,0.583113812,70.72558327,72.47558327,2.560382225,1.496312926,0,0,0,0,,
51,7,48.11252211,47.69585544,3.189765513,1.13779828,70.19330648,72.02663981,2.371333743,1.20962307,0,0,0,0,,
52,22,48.76330281,47.92996948,1.774011926,0.297193974,69.69204833,72.77538167,3.033103003,1.369946445,0,0,0,0,,
53,12,50.79973642,47.96640309,3.278270646,1.092404229,70.32732012,72.41065346,2.750644493,1.095656844,0,0,0,0,,
54,80,50.18412309,48.60078975,3.425870482,1.874437637,69.35021434,72.60021434,3.579743788,1.742608978,1,1,0,1,,
55,80,50.96970592,48.13637259,2.93426387,0.908587345,67.60951278,72.44284611,1.446583059,1.839554525,1,0,0,1,,
56,80,50.69535975,48.44535975,2.868819612,1.808946143,71.37428984,72.70762318,2.477264324,0.998379825,1,1,0,0,,
57,9,50.14787357,47.98120691,2.983623159,0.618511439,71.32744321,72.49410988,2.671243438,0.715746272,0,0,0,0,,
58,80,50.01665951,48.34999285,2.604560007,1.811355773,68.55958462,72.64291796,2.438284966,1.043980124,1,1,0,0,,
59,80,50.1673937,47.9173937,2.790216985,0.539215357,68.7688165,72.35214984,2.49495187,1.627020788,0,0,0,1,,
60,80,51.04795813,48.2146248,2.807818329,2.035474426,69.76060748,73.09394082,3.045753123,0.563525716,1,1,1,0,,
61,80,49.18239977,48.09906644,2.660565559,0.832929592,70.03526503,72.36859837,2.672006,1.755519429,1,0,0,1,,
62,7,50.69580333,47.94580333,2.04163571,0.583830641,70.93930614,72.93930614,2.096876273,0.383550303,0,0,0,0,,
63,80,50.09613067,48.09613067,2.90894599,0.359669716,70.23470441,72.40137108,3.052580617,1.990010293,1,0,0,1,,
64,80,50.12888994,48.46222327,2.746106758,1.687204562,69.70325579,73.11992245,3.295345626,0.371903437,1,0,1,0,,
65,9,50.18056305,47.93056305,2.273940336,0.569513331,69.54831909,72.21498575,2.087107191,1.371417828,0,0,0,0,,
66,80,50.90975707,48.32642374,2.153023967,1.746640463,69.87899517,72.79566184,3.207355027,0.462356235,1,1,0,0,,
67,80,50.06485236,48.1481857,1.65168692,1.319007162,71.61046664,73.0271333,1.987127286,0.457167314,1,0,1,0,,
68,8,50.28796335,47.95463002,2.729709986,0.533607006,70.44309282,72.52642616,1.988351092,0.926292836,0,0,0,0,,
69,80,49.59642628,48.26309295,3.096213957,1.261289554,69.11698393,72.70031727,2.844175757,0.578085793,1,0,0,0,,
70,7,49.51448974,47.93115641,2.989623814,0.882609715,70.45362962,72.45362962,2.012392922,1.017986183,0,0,0,0,,
71,80,49.61194884,48.11194884,2.809935985,1.430197256,70.17224632,72.67224632,2.182058879,1.190621643,1,0,0,0,,
72,80,49.31621341,48.39954675,2.271845092,1.75046475,69.71807757,72.5514109,2.015304667,1.837352946,1,1,0,1,,
73,9,49.1267367,47.96007004,2.588119288,1.521412048,71.94685076,72.86351742,3.193380803,0.679451612,0,0,0,0,,
74,9,50.38149329,47.96482663,2.834132153,0.945629069,69.43384656,72.35051323,2.524776895,0.929602753,0,0,0,0,,
75,8,50.44172847,47.94172847,3.089470951,0.802971672,69.45828165,72.20828165,3.064552372,1.412957018,0,0,0,0,,
76,23,50.17896473,47.92896473,2.619556007,0.705401174,69.62548516,72.29215182,3.041228327,1.185515407,0,0,0,0,,
77,80,51.11404222,48.36404222,3.091076588,1.942058602,70.1142666,72.3642666,3.216656679,1.86066013,1,1,0,1,,
78,7,49.70421977,47.95421977,3.181703,1.179927122,69.95450155,72.28783488,2.646480769,0.982149792,0,0,0,0,,
79,80,49.09133429,48.34133429,2.519462389,1.140753073,71.62076842,72.87076842,1.895813128,0.385812199,1,0,0,0,,
80,11,50.2747959,47.94146257,3.424834646,1.328845037,71.63845986,72.80512653,2.059323237,0.677078129,0,0,0,0,,
81,23,48.97298461,47.97298461,1.749616436,0.430581372,70.44945565,72.78278899,3.635285171,1.373089301,0,0,0,0,,
82,80,50.97251105,48.30584439,3.008909657,1.435572383,70.3506169,72.68395023,2.10104145,0.639822687,1,0,0,0,,
83,80,50.23954346,47.65621013,2.877089738,0.775522252,70.37588854,72.45922187,2.952893842,1.825148888,0,0,0,1,,
84,13,50.43831513,47.93831513,3.259475938,0.730551499,70.13111503,72.7977817,3.732530044,0.427086858,0,0,0,0,,
85,80,50.94725331,48.36391997,2.738017469,1.7750739,70.34938653,72.43271987,2.794800966,1.735841144,1,1,0,1,,
86,4,48.02045216,47.77045216,2.048959103,1.554121371,70.26437504,72.01437504,3.464421931,1.457661392,0,0,0,0,,
87,80,48.82572657,48.24239323,3.032560953,1.079402277,69.6652513,72.4152513,2.587642444,1.684701355,1,0,0,1,,
88,80,49.78081538,48.28081538,2.869935499,1.085301117,70.15214288,72.90214288,2.949864781,0.402346979,1,0,0,0,,
89,80,48.95830713,48.29164046,3.002849932,1.359683934,70.49435193,72.9110186,2.716613017,0.373509233,1,0,0,0,,
90,21,51.19893105,47.94893105,2.669395762,0.341935872,71.62742019,72.46075352,2.424877309,1.44031894,0,0,0,0,,
91,7,49.86319519,47.94652853,2.826298888,0.749587393,69.38940289,72.30606955,2.712049283,0.748848788,0,0,0,0,,
92,10,50.5679926,47.98465926,2.54784402,1.051401603,70.94925015,72.78258348,2.466864279,0.527173675,0,0,0,0,,
93,23,50.33292128,47.99958794,2.525070048,0.270593587,69.91917884,72.91917884,2.760839109,1.311762886,0,0,0,0,,
94,80,49.66972524,48.16972524,3.365267075,1.202688196,69.87578584,72.62578584,2.492932652,1.029364756,1,0,0,0,,
95,9,49.72831589,47.81164922,3.260293672,1.091393487,68.12605728,72.04272395,2.668509947,1.237709913,0,0,0,0,,
96,80,48.95010796,47.95010796,2.555422297,0.42327816,70.12443019,72.37443019,3.670301433,2.168525741,0,0,0,1,,
97,8,50.54726838,47.96393505,2.959650055,0.690147509,69.2815801,72.44824677,2.444292324,0.640806513,0,0,0,0,,
98,10,50.15237944,47.98571278,2.606129802,0.738215579,69.13049469,72.04716136,2.742209132,1.193734137,0,0,0,0,,
99,9,49.7030124,47.9530124,3.46535647,0.846360902,70.12845643,72.2951231,2.263891971,1.074232145,0,0,0,0,,
100,80,48.6923002,48.4423002,2.876756872,1.784191927,71.22754409,72.64421076,1.680421459,0.991074225,1,1,0,0,29,54
29,54,,,,,,,,,,,,,,
1,6,49.64946142,47.98279476,2.192196911,0.957925336,69.87183734,72.288504,2.760385326,1.430574807,0,0,0,0,,
2,4,48.7709359,47.93760257,3.210896177,1.480458122,70.79249526,72.20916192,2.776832651,1.460904472,0,0,0,0,,
3,80,53.25797655,48.09130988,1.388621589,1.450458924,70.46213293,73.04546627,2.64308117,0.44015935,1,0,1,0,,
4,21,50.65995687,47.90995687,3.440014552,0.609908762,68.89649381,72.47982714,2.485646991,1.496370469,0,0,0,0,,
5,80,50.21709753,48.1337642,3.175525276,0.710781928,68.96257433,72.62924099,3.250819522,1.368650716,1,0,0,0,,
6,5,48.83444127,47.9177746,2.183779142,1.147865304,70.47086361,72.47086361,3.448562226,1.329381955,0,0,0,0,,
7,12,50.98357712,47.98357712,2.472565392,0.343956328,68.27493347,72.19160014,2.354868454,1.444075077,0,0,0,0,,
8,80,50.63230688,48.29897355,2.835715643,1.781758242,68.68958348,72.52291682,2.801164389,1.100283838,1,1,0,0,,
9,5,48.54206732,47.62540065,2.596609854,0.806042572,70.02991016,72.02991016,1.795442656,1.442969077,0,0,0,0,,
10,8,49.92608295,47.92608295,2.448264583,1.111995418,69.76460063,72.1812673,2.523892837,1.251484031,0,0,0,0,,
11,10,51.56545521,47.98212188,2.666389618,1.162643777,69.89785786,72.64785786,2.394187729,0.904450659,0,0,0,0,,
12,80,48.82880894,48.32880894,2.666749401,0.895888842,70.84334748,72.59334748,2.514563602,0.708605105,1,0,0,0,,
13,10,51.12030426,47.9536376,2.477814102,1.253898833,70.61455403,72.28122069,2.511958145,1.2899871,0,0,0,0,,
14,80,49.22620761,48.22620761,2.782564235,1.557321513,69.48924775,72.57258108,3.048626242,1.521961291,1,0,0,1,,
15,23,50.60029159,47.93362493,2.802071024,0.40631766,70.94136915,72.52470248,2.910819469,1.380707802,0,0,0,0,,
16,9,49.80888562,47.97555228,3.208529105,1.048936472,69.69812178,72.03145512,2.972828286,0.887205436,0,0,0,0,,
17,80,49.76255716,48.3458905,2.870958907,1.567283858,69.03043268,72.44709935,2.779370829,1.481712823,1,0,0,0,,
18,22,49.12801953,47.87801953,2.426875732,0.675774623,70.62322776,72.62322776,3.010821395,1.418015733,0,0,0,0,,
19,80,50.55522523,48.2218919,2.777361048,1.459995913,67.94155893,72.27489226,3.497059357,1.730527771,1,0,0,1,,
20,9,50.37957999,47.96291332,2.317609546,0.299514575,70.07298606,72.32298606,2.171995894,0.991417819,0,0,0,0,,
21,6,49.10767131,47.94100465,2.663145868,0.44712855,72.33527229,72.58527229,1.841655095,0.725933209,0,0,0,0,,
22,6,50.62688774,47.96022108,2.16118568,0.610930713,70.53539273,72.53539273,2.431585683,0.647676222,0,0,0,0,,
23,80,49.41192409,48.16192409,2.879405134,0.964951313,69.5162351,72.5162351,2.767516704,1.888801561,1,0,0,1,,
24,11,50.29865451,47.96532118,2.229921663,1.2172066,69.02985783,72.61319116,2.35622584,0.651345084,0,0,0,0,,
25,80,50.73095495,48.23095495,2.460168157,1.543977841,70.01602759,72.59936092,1.948673722,0.614625341,1,0,0,0,,
26,22,50.87932938,47.79599604,3.570478903,0.340549956,68.2318379,72.06517124,2.522499237,1.486224524,0,0,0,0,,
27,80,50.53339962,48.36673295,2.925739885,2.004732258,69.78203081,72.36536415,3.859041151,1.926138814,1,1,0,1,,
28,20,50.00180103,47.83513437,2.552077506,0.520662968,69.86501866,72.53168532,2.615488337,1.391275128,0,0,0,0,,
29,21,49.49572895,47.91239561,3.08866802,0.528291227,69.88838282,72.13838282,2.26240266,1.449221595,0,0,0,0,,
30,10,49.4449075,47.9449075,2.786207254,0.651488505,68.8660341,72.3660341,2.858780975,1.128813584,0,0,0,0,,
31,8,50.04816005,47.96482671,2.89791825,1.144598315,69.42199589,72.33866256,3.441494984,0.7247809,0,0,0,0,,
32,80,49.48666722,48.32000056,2.782754874,1.595455619,68.79685319,72.71351985,3.275619299,1.114091772,1,0,0,0,,
33,80,51.14545036,47.89545036,2.773272466,0.803900047,69.11758121,72.36758121,2.566621781,1.684078949,0,0,0,1,,
34,80,49.16151178,47.74484512,2.409327768,0.743166808,70.45144219,72.36810886,3.246270287,2.122637304,0,0,0,1,,
35,7,50.47987046,47.97987046,3.296472717,1.207789959,70.73204152,72.73204152,3.393700788,1.144979941,0,0,0,0,,
